,address,driving_time,public_trans_time,public_trans_option
931,Ha-Khim St. Holon,typically 20 - 50 min,31 min,240
932,Mivtsa Sinai St. Bat Yam,typically 20 - 50 min,1 hr 23 min,705
933,HaHashmonaim St. Bat Yam,typically 22 - 55 min,1 hr 19 min,705
934,Ernest Hugo St. Holon,typically 22 - 55 min,NA,NA
935,Herzl St. Bat Yam,typically 24 min - 1 hr,1 hr 3 min,705
936,Mendele Mocher Sforim St. Bat Yam,typically 22 - 55 min,45 min,46
937,Hartuv St. Tel Aviv-Yafo,typically 9 - 26 min,21 min,7
938,Ramkhal St. Holon,typically 18 - 45 min,27 min,171
939,David Elazar St. Holon,typically 24 - 55 min,NA,NA
940,HaGalil St. Gedera,typically 45 min - 1 hr 30 min,52 min,30    345
941,Zalman Maisel St. Bat Yam,typically 20 - 55 min,43 min,46
942,"Amatsya St.  1,Jerusalem",typically 1 hr 5 min - 1 hr 40 min,NA,NA
943,"Arik Einstein  3,Bat Yam",typically 24 min - 1 hr,NA,NA
944,"Yohanan HaSandlar St.  1,Bat Yam",typically 24 min - 1 hr 5 min,49 min,1
945,"Yitshak Sadeh St.  1,Bat Yam",typically 24 min - 1 hr 5 min,46 min,1
946,"Yitshak Sadeh St.  6,Bat Yam",typically 24 min - 1 hr,45 min,1
947,"Arik Einstein  3,Bat Yam",typically 24 min - 1 hr,NA,NA
948,"Arik Einstein  3,Bat Yam",typically 24 min - 1 hr,NA,NA
949,"Yohanan HaSandlar St.  6,Bat Yam",typically 24 min - 1 hr 5 min,49 min,1
950,"Yitshak Sadeh St.  8,Bat Yam",typically 24 min - 1 hr,NA,NA
951,"HaNeviim St.  1,Ashdod",typically 45 min - 1 hr 40 min,58 min,34    280
952,"Yehuda Halevi St.  22,Ashdod",typically 45 min - 1 hr 40 min,52 min,280
953,"Remba St.  15,Ramat Gan",typically 12 - 28 min,20 min,75
954,"Maccabim St.  28,Pardes Hanna-Karkur",typically 1 hr 10 min - 2 hr 20 min,1 hr 4 min,729    825
955,"Elazar Fridman St.  7,Petah Tikva",typically 30 min - 1 hr 5 min,43 min,64
956,"Max Nordau St.  31,Bat Yam",typically 24 min - 1 hr 5 min,40 min,1
957,"Ha-Zamir St.  7,Yavne",typically 35 min - 1 hr 15 min,NA,NA
958,"HaShikma St.  2,Zikhron Yaakov",typically 1 hr 15 min - 2 hr 30 min,NA,NA
959,Ehud Manor St. Netanya,typically 35 min - 1 hr 10 min,48 min,600
960,Sderot Ben Gurion Netanya,typically 45 min - 1 hr 40 min,42 min,650
961,"Archi Sherman St.  5,Netanya",typically 40 min - 1 hr 15 min,53 min,600
962,Natan Yonatan St. Netanya,typically 35 min - 1 hr 10 min,53 min,600
963,Pierre Koenig St. Netanya,typically 40 min - 1 hr 15 min,53 min,600
964,"Pierre Koenig St.  37,Netanya",typically 35 min - 1 hr 15 min,50 min,600
965,"Yosef Lapid St.  1,Netanya",typically 35 min - 1 hr 15 min,51 min,600
966,Sachlav St. Netanya,typically 35 min - 1 hr 10 min,39 min,600
967,"Masaryk St.  1,Netanya",typically 45 min - 1 hr 30 min,51 min,16    נתניה-נתניה<->בית שמש-בית שמש
968,Bnei Binyamin St. Netanya,typically 40 min - 1 hr 15 min,48 min,600
969,"Sderot Ben Gurion  2,Netanya",typically 40 min - 1 hr 15 min,52 min,600
970,Natan Yonatan St. Netanya,typically 35 min - 1 hr 10 min,53 min,600
971,Sderot Ben Gurion Netanya,typically 35 min - 1 hr 15 min,49 min,600
972,"Bnei Binyamin St.  7,Netanya",typically 35 min - 1 hr 15 min,49 min,600
973,"Shlomo Ben Yosef St.  31,Givat Shmuel",typically 20 - 50 min,NA,NA
974,Abba Ahimeir St. Ramla,typically 35 min - 1 hr 5 min,NA,NA
975,"Beer Ora St.  3,Ramat Gan",typically 14 - 40 min,51 min 4.1 km,NA
976,"HaRabi mi-Ruzhin St.  10,Ramat Gan",typically 14 - 40 min,50 min 3.9 km,705    710
977,"HaRabi mi-Ruzhin St.  10,Ramat Gan",typically 14 - 40 min,50 min 3.9 km,705    710
978,"Beer Ora St.  3,Ramat Gan",typically 14 - 40 min,51 min 4.1 km,NA
979,"HaRabi mi-Ruzhin St.  10,Ramat Gan",typically 14 - 40 min,50 min 3.9 km,705    710
980,"HaRabi mi-Ruzhin St.  10,Ramat Gan",typically 14 - 40 min,50 min 3.9 km,705    710
981,"Beer Ora St.  3,Ramat Gan",typically 14 - 40 min,51 min 4.1 km,NA
982,"Zerakh St.  28,Tel Aviv-Yafo",typically 10 - 24 min,16 min,46
983,"Golomb St.  8,Ramat Gan",typically 16 - 45 min,22 min,60
984,"Barkai St.  6,Ramat Gan",typically 16 - 40 min,23 min,60
985,"Haroe St.  192,Ramat Gan",typically 12 - 35 min,30 min,67    200
986,"Harimon St.  6,Givat Shmuel",typically 22 min - 1 hr,NA,NA
987,"Bernstein-Cohen St.  11,Tel Aviv-Yafo",typically 10 - 26 min,16 min,8
988,"Tchernikhovski St.  47,Tel Aviv-Yafo",typically 10 - 26 min,12 min,8
989,"Rambam St.  3,Givatayim",typically 4 - 12 min,12 min 1.0 km,364
990,"David Ben Gurion Road  126,Ramat Gan",typically 12 - 35 min,42 min 3.4 km,705
991,"HaNasi St.  16,Givat Shmuel",typically 22 min - 1 hr,33 min,69        הרצליה-הרצליה<->אשדוד עד הלום-אשדוד
992,Ha-Tavor St. Ganei Tikva,typically 24 min - 1 hr 5 min,39 min,710
993,"Truman St.  13,Ramat Gan",typically 12 - 35 min,39 min 3.2 km,705    710
994,"Mirkin St.  2,Ramat Gan",typically 12 - 35 min,21 min,67    200
995,"Simtat Tsvi Fixler  3,Giv'at Shmu'el",typically 22 - 55 min,NA,NA
996,"Haroe St.  203,Ramat Gan",typically 12 - 40 min,29 min,67    200
997,Beeri St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
998,"Arye Motskin St.  5,Netanya",typically 40 min - 1 hr 15 min,53 min,68    בנימינה-בנימינה גבעת עדה<->לוד-לוד
999,"Arik Lavi St.  16,Netanya",typically 35 min - 1 hr 10 min,52 min,600
1000,"Agam Kinneret St.  12,Netanya",typically 35 min - 1 hr 10 min,46 min,605
1001,"Shmurat Nahal Bsur St.  3,Netanya",typically 35 min - 1 hr 10 min,45 min,605
1002,Beeri St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1003,Beilinson St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1004,Baruch Ram St. Netanya,typically 40 min - 1 hr 20 min,53 min,600
1005,"Yitshak Grinboim St.  39,Netanya",typically 35 min - 1 hr 15 min,49 min,605
1006,"Derech Don Yitshak Abarbanel  19,Netanya",typically 40 min - 1 hr 25 min,46 min,827
1007,Alonei Aba St. Netanya,typically 40 min - 1 hr 25 min,44 min,827
1008,HaRav Reines St. Netanya,typically 45 min - 1 hr 40 min,47 min,16    נתניה-נתניה<->בית שמש-בית שמש
1009,Hahedva St. Netanya,typically 40 min - 1 hr 15 min,54 min,600
1010,Rabbi Shalom Ifargan St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1011,Yehezkel Ben Bozi St. Netanya,typically 40 min - 1 hr 10 min,51 min,605
1012,Nakhum St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1013,HaHasida St. Netanya,typically 40 min - 1 hr 20 min,54 min,606
1014,HaRav Reines St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1015,Trumpeldor St. Netanya,typically 45 min - 1 hr 30 min,48 min,650
1016,HaRav Maze St. Netanya,typically 45 min - 1 hr 30 min,50 min,16    נתניה-נתניה<->בית שמש-בית שמש
1017,Sderot Hayim Weizman Netanya,typically 45 min - 1 hr 40 min,42 min,650
1018,"Moshe Hess St.  15,Netanya",typically 40 min - 1 hr 20 min,39 min,650
1019,HaRav Yaakov Rakah St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1020,Beeri St. Netanya,typically 45 min - 1 hr 40 min,43 min,650
1021,Derech Raziel Netanya,typically 45 min - 1 hr 40 min,41 min,650
1022,Balfour St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1023,Sderot Binyamin Netanya,typically 45 min - 1 hr 40 min,42 min,650
1024,Sderot Hayim Weizman Netanya,typically 45 min - 1 hr 40 min,40 min,650
1025,Arieh Ben Eliezer St. Netanya,typically 40 min - 1 hr 20 min,59 min,600
1026,Sderot Binyamin Netanya,typically 45 min - 1 hr 40 min,42 min,650
1027,Shai Agnon St. Netanya,typically 35 min - 1 hr 10 min,42 min,605
1028,Balfour St. Netanya,typically 45 min - 1 hr 40 min,53 min,25    בנימינה-בנימינה גבעת עדה<->לוד-לוד
1029,Rabbi Akiva St. Netanya,typically 45 min - 1 hr 30 min,46 min,650
1030,Sderot Ben Gurion Netanya,typically 35 min - 1 hr 15 min,49 min,600
1031,HaKalir St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1032,Giyora Yoseftal St. Netanya,typically 45 min - 1 hr 25 min,43 min,650
1033,Sderot Jabotinsky Netanya,typically 45 min - 1 hr 40 min,42 min,650
1034,Ha-Tor St. Netanya,typically 40 min - 1 hr 20 min,55 min,606
1035,Rambam St. Netanya,typically 40 min - 1 hr 15 min,54 min,827
1036,Yehuda Halevi St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1037,Aluf Asaf Simhoni St. Netanya,typically 45 min - 1 hr 40 min,47 min,650
1038,Tchernikhovski St. Netanya,typically 40 min - 1 hr 25 min,52 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
1039,Ha-Dekel St. Netanya,typically 40 min - 1 hr 20 min,50 min,606
1040,Dov Gruner St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1041,Avraham Abu Shdid St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1042,Gidon St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1043,HaKalir St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1044,HaRav Gad Mahluf St. Netanya,typically 40 min - 1 hr 20 min,1 hr 2 min,606
1045,Shmurat Nakhal Banias St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1046,Rambam St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1047,Professor Schorr St. Netanya,typically 45 min - 1 hr 30 min,47 min,16    נתניה-נתניה<->בית שמש-בית שמש
1048,Yair Avraham Stern St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1049,Nakhum St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1050,Sderot Golda Meir Netanya,typically 35 min - 1 hr 5 min,42 min,605
1051,HaKalir St. Netanya,typically 35 min - 1 hr 15 min,59 min,605
1052,"HaTehila St.  10,Netanya",typically 40 min - 1 hr 15 min,53 min,600
1053,Archi Sherman St. Netanya,typically 45 min - 1 hr 40 min,42 min,650
1054,"Baruch Ram St.  23,Netanya",typically 40 min - 1 hr 20 min,54 min,600
1055,"Yaakov Dori St.  4,Netanya",typically 40 min - 1 hr 15 min,51 min,600
1056,"Nitsa Boulevard  26,Netanya",typically 45 min - 1 hr 40 min,42 min,650
1057,"Menachem Begin St.  9,Netanya",typically 35 min - 1 hr 10 min,41 min,600
1058,"Ha-Hagana St.  7,Bat Yam",typically 20 - 50 min,1 hr 14 min,705
1059,"Mahal St.  59,Tel Aviv-Yafo",typically 10 - 28 min,47 min 3.7 km,709        710
1060,Geulim St. Holon,typically 18 - 45 min,NA,NA
1061,Ha-Rav Herzog St. Bat Yam,typically 22 - 55 min,37 min,1
1062,Nitsana St. Bat Yam,typically 18 - 45 min,26 min,240
1063,Ha-Sigalon St. Holon,typically 20 - 50 min,38 min,89
1064,Yavnieli St. Holon,typically 20 - 45 min,32 min,171
1065,Tsvi Shapira St. Holon,typically 18 - 40 min,NA,NA
1066,Reuven Barkat St. Holon,typically 22 - 50 min,NA,NA
1067,HaTsanhanim St. Holon,typically 16 - 40 min,NA,NA
1068,Ha-Sigalon St. Holon,typically 20 - 50 min,38 min,89
1069,"Ha-Rav Nisanbaum St.  37,Bat Yam",typically 22 min - 1 hr,32 min,6    אשקלון-אשקלון<->הרצליה-הרצליה
1070,Tora VaAvoda St. Rishon LeTsiyon,typically 26 min - 1 hr 5 min,NA,NA
1071,Geulim St. Holon,typically 18 - 45 min,NA,NA
1072,Geulim St. Holon,typically 18 - 45 min,NA,NA
1073,Ha-Rav Nisanbaum St. Bat Yam,typically 20 - 55 min,35 min,240
1074,Tsvi Shapira St. Holon,typically 18 - 40 min,NA,NA
1075,Arlozorov St. Bat Yam,typically 22 - 55 min,1 hr 4 min,705
1076,Shlomo Kaplanski St. Rishon LeTsiyon,typically 30 min - 1 hr,48 min,190
1077,HaRav Kapah St. Holon,typically 16 - 35 min,1 hr 29 min,705
1078,Yavnieli St. Holon,typically 20 - 45 min,32 min,171
1079,Brazaville St. Holon,typically 16 - 35 min,1 hr 18 min,705
1080,Yosef Aharonovich St. Holon,typically 22 min - 1 hr,NA,NA
1081,Arlozorov St. Holon,typically 20 - 45 min,NA,NA
1082,Neve Tzedek St. Tel Aviv,typically 12 - 30 min,42 min 3.3 km,705
1083,Bernstein-Cohen St. Tel Aviv-Yafo,typically 10 - 26 min,16 min,8
1084,Manne St. Tel Aviv-Yafo,typically 6 - 18 min,9 min,36
1085,Yona HaNavi St. Tel Aviv-Yafo,typically 12 - 35 min,19 min,23
1086,Ben Yehuda St. Tel Aviv-Yafo,typically 10 - 28 min,16 min,8
1087,Zrubavel St. Tel Aviv-Yafo,typically 14 - 35 min,22 min,23
1088,Rembrandt St. Tel Aviv-Yafo,typically 8 - 22 min,27 min 2.2 km,705
1089,HaHashmonaim St. Tel Aviv-Yafo,typically 6 - 16 min,18 min 1.5 km,710
1090,"Moriya  22,Ari'el",typically 55 min - 1 hr 40 min,1 hr 5 min,586
1091,Yehuda Halevi St. Rishon LeTsiyon,typically 28 min - 1 hr,42 min,193
1092,"HaGdud Haivri St.  61,Rishon LeTsiyon",typically 30 min - 1 hr 5 min,39 min,193
1093,HaGdud Haivri St. Rishon LeTsiyon,typically 28 min - 1 hr,NA,NA
1094,"HaShomer St.  14,Rishon LeTsiyon",typically 30 min - 1 hr 5 min,NA,NA
1095,HaMoran St. Rishon LeTsiyon,typically 28 - 55 min,NA,NA
1096,Tiomkin St. Rishon LeTsiyon,typically 30 min - 1 hr 5 min,NA,NA
1097,Pika St. Rishon LeTsiyon,typically 28 - 55 min,38 min,193
1098,Eliezer Balaban St. Rishon LeTsiyon,typically 26 - 55 min,NA,NA
1099,Ha-Golan St. Beer Yaakov,typically 35 min - 1 hr 15 min,NA,NA
1100,David Shimoni St. Rehovot,typically 40 min - 1 hr 30 min,48 min,276
1101,Yakinton St. Lod,typically 30 min - 1 hr,NA,NA
1102,HaGalil St. Haifa,typically 1 hr 25 min - 2 hr 40 min,NA,NA
1103,HaRav Kapah St. Holon,typically 16 - 35 min,1 hr 29 min,705
1104,Mikve Yisrael St. Holon,typically 16 - 35 min,1 hr 42 min,708    705
1105,Chayim Vital St. Tel Aviv-Yafo,typically 16 - 35 min,22 min,1
1106,"Eilat St.  43,Holon",typically 18 - 50 min,NA,NA
1107,HaShikma St. Bat Yam,typically 22 min - 1 hr,NA,NA
1108,HaGvaot St. Bat Yam,typically 20 - 50 min,1 hr 26 min,705
1109,Arlozorov St. Bat Yam,typically 22 - 55 min,1 hr 4 min,705
1110,Ha-Rav Herzog St. Bat Yam,typically 22 - 55 min,37 min,1
1111,Ha-Tavor St. Bat Yam,typically 20 - 55 min,28 min,240
1112,Memorial Gimel St. Bat Yam,typically 20 - 50 min,30 min,240
1113,"Eli Cohen St.  27,Bat Yam",typically 20 - 55 min,NA,NA
1114,"Rothschild St.  27,Rishon LeTsiyon",typically 26 min - 1 hr,NA,NA
1115,"Yaakov Sela St.  4,Tel Aviv-Yafo",typically 12 - 30 min,24 min,35    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
1116,"Ha-Tana Nakhum Ish Gamzu St.  123,Tiberias",typically 1 hr 50 min - 4 hr 10 min,NA,NA
1117,Shalom Aleichem St. Ashkelon,typically 1 hr - 2 hr 10 min,1 hr 35 min,13    אשקלון-אשקלון<->הרצליה-הרצליה
1118,Ephraim Tsur St. Ashkelon,typically 1 - 2 hr,NA,NA
1119,Shapira St. Ashkelon,typically 1 hr 5 min - 2 hr 10 min,1 hr 35 min,13    אשקלון-אשקלון<->הרצליה-הרצליה
1120,Gyora Yoseftal St. Ashkelon,typically 1 hr 5 min - 2 hr 10 min,NA,NA
1121,Sderot Montefiore Ashkelon,typically 1 - 2 hr,NA,NA
1122,Mikha St. Ashkelon,typically 1 - 2 hr,NA,NA
1123,Neve Shalom St. Ashkelon,typically 1 - 2 hr,NA,NA
1124,Yehuda Halevi St. Ashkelon,typically 1 - 2 hr,NA,NA
1125,Bialik St. Ashkelon,typically 1 - 2 hr,NA,NA
1126,Hida St. Ashkelon,typically 1 - 2 hr,NA,NA
1127,Yehuda Halevi St. Ashkelon,typically 1 - 2 hr,NA,NA
1128,Iyar St. Ashkelon,typically 55 min - 2 hr,NA,NA
1129,Maale Ha-Gat St. Ashkelon,typically 55 min - 2 hr,1 hr 11 min,304
1130,Bialik St. Ashkelon,typically 1 - 2 hr,NA,NA
1131,Eliezer Milrod St. Ashkelon,typically 1 hr - 2 hr 10 min,NA,NA
1132,"Gyora Yoseftal St.  6,Ashkelon",typically 1 - 2 hr,NA,NA
1133,Bialik St. Ashkelon,typically 1 - 2 hr,NA,NA
1134,Hana Adler St. Ashkelon,typically 45 min - 1 hr 40 min,42 min,650
1135,Yehuda Halevi St. Ashkelon,typically 1 - 2 hr,NA,NA
1136,Arieh St. Ashkelon,typically 1 - 2 hr,NA,NA
1137,Ha-Histadrut St. Ashkelon,typically 1 hr - 2 hr 10 min,NA,NA
1138,Ephraim Tsur St. Ashkelon,typically 1 - 2 hr,NA,NA
1139,"Yehuda Halevi St.  9,Ashkelon",typically 1 - 2 hr,1 hr 33 min,13    אשקלון-אשקלון<->הרצליה-הרצליה
1140,"Tsahal St.  1,Ariel",typically 55 min - 1 hr 40 min,55 min,586
1141,"Derech HaTsiyonut  79,Ariel",typically 55 min - 1 hr 40 min,1 hr 5 min,1    586
1142,"Sheshet Ha-Yamim St.  8,Ariel",typically 55 min - 1 hr 40 min,1 hr 2 min,586
1143,"HaGalil St.  13,Ariel",typically 55 min - 1 hr 40 min,1 hr 2 min,586
1144,"Song of Songs  5,Neria",NA,NA,NA
1145,"Shaar HaGai St.  19,Ariel",typically 55 min - 1 hr 40 min,NA,NA
1146,"Ha-Arava St.  49,Ariel",typically 50 min - 1 hr 40 min,NA,NA
1147,"Tarshish St.  15,Kdumim",typically 1 hr 5 min - 1 hr 50 min,NA,NA
1148,"Yefe Nof St.  16,Ariel",typically 55 min - 1 hr 40 min,NA,NA
1149,"Ir HaYona St.  12,Ariel",typically 55 min - 1 hr 40 min,NA,NA
1150,"Avner St.  17,Ariel",typically 50 min - 1 hr 40 min,NA,NA
1151,"Ramat HaGolan St.  10,Ari'el",typically 55 min - 1 hr 40 min,1 hr 7 min,1    586
1152,"Derech HaNahshonim  6,Ariel",typically 50 min - 1 hr 30 min,NA,NA
1153,"Ramat HaGolan St.  21,Ari'el",typically 50 min - 1 hr 40 min,NA,NA
1154,"Ha-Vradim St.  9,Ariel",typically 55 min - 1 hr 40 min,56 min,586
1155,"Yehuda St.  6,Ariel",typically 50 min - 1 hr 30 min,NA,NA
1156,"Ha-Komemiyut St.  2,Ariel",typically 55 min - 1 hr 40 min,57 min,586
1157,"Ha-Negev St.  5,Ariel",typically 55 min - 1 hr 40 min,57 min,586
1158,"Ha-Pisga St.  40,Ariel",typically 50 min - 1 hr 40 min,57 min,586
1159,"Ramat HaGolan St.  18,Ari'el",typically 55 min - 1 hr 40 min,1 hr 13 min,586
1160,"Ha-Brosh St.  58,Karnei Shomron",typically 1 hr 5 min - 1 hr 50 min,NA,NA
1161,"Avner St.  18,Ariel",typically 50 min - 1 hr 40 min,NA,NA
1162,"Ha-Negev St.  43,Ari'el",typically 55 min - 1 hr 40 min,NA,NA
1163,"HaGalil St.  20,אריאל",typically 50 min - 1 hr 30 min,NA,NA
1164,"Matityahu Dankner St.  15,Netanya",typically 40 min - 1 hr 20 min,56 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
1165,"Pierre Koenig St.  3,Netanya",typically 40 min - 1 hr 15 min,57 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
1166,"Isser Harel St.  3,Netanya",typically 45 min - 1 hr 40 min,42 min,650
1167,Bnei Binyamin St. Netanya,typically 40 min - 1 hr 15 min,48 min,600
1168,Uzi Hitman St. Netanya,typically 35 min - 1 hr 10 min,51 min,600
1169,"David HaMelech St.  8,Netanya",typically 45 min - 1 hr 40 min,42 min,650
1170,"Borokhov St.  13,Netanya",typically 45 min - 1 hr 40 min,42 min,650
1171,Ha-Sar Rabinovich St. Bat Yam,typically 24 min - 1 hr,48 min,1
1172,"Tnuat HaMeri St.  10,Ramat Gan",typically 14 - 35 min,27 min,60
1173,"HaRav Yehuda Tsvi Meltser St.  4,Rehovot",typically 40 min - 1 hr 30 min,1 hr 1 min,8    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
1174,"Anafa St.  2,Mazkeret Batya",typically 50 min - 1 hr 30 min,NA,NA
1175,"Ha-Akhim Trabes St.  4,Rehovot",typically 45 min - 1 hr 25 min,58 min,277
1176,"Tarshish St.  18,Rehovot",typically 45 min - 1 hr 20 min,NA,NA
1177,"Nufar St.  4,Yavne",typically 35 min - 1 hr 20 min,35 min,177
1178,Carlebach St. Tel Aviv-Yafo,typically 5 - 14 min,16 min 1.3 km,710
1179,Bar Yokhai St. Tel Aviv-Yafo,typically 12 - 28 min,21 min,46
1180,HaBaron Hirsch St. Tel Aviv-Yafo,typically 14 - 30 min,32 min,706
1181,Yisrael Ben Tsiyon St. Bat Yam,typically 22 min - 1 hr,43 min,46
1182,Fikus St. Tel Aviv-Yafo,typically 20 - 45 min,54 min,705
1183,"Engel St.  8,Tel Aviv-Yafo",typically 10 - 24 min,22 min 1.8 km,706    710
1184,Yefe Nof St. Ashkelon,typically 1 - 2 hr,NA,NA
1185,Yefe Nof St. Ashkelon,typically 1 - 2 hr,NA,NA
1186,Yefe Nof St. Ashkelon,typically 1 - 2 hr,NA,NA
1187,Shika Gertsberg St. Rishon LeTsiyon,typically 28 - 50 min,45 min,193
1188,Yaakov Tamari Rehovot,typically 40 min - 1 hr 15 min,NA,NA
1189,Yaakov Tamari Rehovot,typically 40 min - 1 hr 15 min,NA,NA
1190,"Ahad HaAm St.  6,Haifa",typically 1 hr 30 min - 2 hr 50 min,1 hr 29 min,37א        כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
1191,"Ahad HaAm St.  6,Haifa",typically 1 hr 30 min - 2 hr 50 min,1 hr 29 min,37א        כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
1192,Khayat St. Haifa,typically 1 hr 30 min - 2 hr 50 min,1 hr 19 min,כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
1193,"Sderot HaMeginim  1,Haifa",typically 1 hr 30 min - 2 hr 50 min,NA,NA
1194,"Salesian St.  9,Haifa",typically 1 hr 30 min - 2 hr 50 min,NA,NA
1195,Khayat St. Haifa,typically 1 hr 30 min - 2 hr 50 min,1 hr 19 min,כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
1196,"Ein Dor St.  11,Haifa",typically 1 hr 25 min - 2 hr 50 min,NA,NA
1197,"Shivat Tsiyon St.  1,Haifa",typically 1 hr 30 min - 2 hr 50 min,NA,NA
1198,HaTishim Ve-Shalosh St. Haifa,typically 1 hr 20 min - 2 hr 40 min,NA,NA
1199,"Derech Allenby  10,Haifa",typically 1 hr 30 min - 2 hr 50 min,NA,NA
1200,HaBankim St. Haifa,typically 1 hr 30 min - 2 hr 50 min,1 hr 17 min,כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
1201,Hadera St. Haifa,typically 1 hr 30 min - 2 hr 50 min,NA,NA
1202,"Ahad HaAm St.  7,Haifa",typically 1 hr 30 min - 2 hr 50 min,1 hr 29 min,37א        כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
1203,"Sderot HaMeginim  46,Haifa",typically 1 hr 30 min - 2 hr 50 min,1 hr 18 min,כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
